strongs	hebrew	translit	gloss
7875	שִׂיד	sid	lime
7876	שָׁיָה	sha.yah	to forget
7877	שִׁיזָא	shi.za	Shiza
7878	שִׂיחַ	si.ach	to muse
7879	שִׂיחַ	si.ach	complaint
7880	שִׂיחַ	si.ach	bush
7881	שִׂיחָה	si.chah	meditation
7882	שִׁיחָה	shi.chah	pit
7883	מִצְרַ֫יִם	mits.ra.yim	(Brook of) Egypt
7884	שִׁיחוֹר לִבְנָת	shi.chor liv.nat	Shihor-libnath
7885	שַׁ֫יִט	sha.yit	oar
7886	שִׁילֹה	shi.loh	`tribute`
7887	שִׁלוֹ	shi.loh	Shiloh
7889	שִׁימוֹן	shi.mon	Shimon
7890	שַׁ֫יִן	sha.yin	urine
7891	שִׁיר	shir	to sing
7892	שִׁיר	shir	song
7893	שַׁ֫יִשׁ	sha.yish	alabaster
7895	שִׁישַׁק	shi.shaq	Shishak
7896	שִׁית	shit	to set: make
7897	שִׁית	shit	garment
7898	שַׁ֫יִת	sha.yit	thornbush
7899	שֵׂךְ	sekh	thorn
7900	שֹׂךְ	sokh	booth
7901	שָׁכַב	sha.khav	to lie down: lay down
7902	שְׁכָבָה	she.kha.vah	semen
7903	שְׁכֹ֫בֶת	she.kho.vet	copulation
7904	שָׁכָה	sha.khah	to lust
7905	שֻׂכָּה	suk.kah	spear
7906	שֵׂ֫כוּ	se.khu	Secu
7907	שֶׂכְוִי	sekh.vi	heart
7908	שְׁכוֹל	she.khol	bereavement
7909	שַׁכּוּל	shak.kul	childless
7910	שִׁכֹּר	shik.kor	drunken
7911	שָׁכַח	sha.khach	to forget
7913	שָׁכֵחַ	sha.khe.ach	forgetful
7914	שְׂכִיָּה	se.khiy.yah	image
7915	שַׂכִּין	sak.kin	knife
7916	שָׂכִיר	sa.khir	hired
7918	שָׁכַךְ	sha.khakh	to subside
7919	שָׂכַל	sa.khal	be prudent
7921	שָׁכֹל	sha.khol	be bereaved
7922	שֵׂ֫כֶל	se.khel	understanding
7923	שִׁכֻּלִים	shik.ku.lim	bereavement
7925	שָׁכַם	sha.kham	to rise
7926	שְׁכֶם	she.khem	shoulder
7927	שְׁכֶם	she.khem	Shechem
7928	שֶׁ֫כֶם	she.khem	Shechem
7931	שָׁכַן	sha.khan	to dwell
7933	שֵׁ֫כֶן	she.khen	habitation
7934	שָׁכֵן	sha.khen	neighboring
7935	שְׁכַנְיָהוּ	she.khan.yah	Shecaniah
7936	סָכַר	sa.khar	to hire
7937	שָׁכַר	sha.khar	be drunk
7938	שֶׂ֫כֶר	se.kher	hire
7939	שָׂכָר	sa.khar	wages
7940	שָׂכָר	sa.khar	Sachar
7941	שֵׁכָר	she.khar	strong drink
7942	שִׁכְּרוֹן	shik.k.ron	Shikkeron
7943	שִׁכָּרוֹן	shik.ka.ron	drunkenness
7944	שַׁל	shal	irreverence
7946	שַׁלְאֲנָן	shal.a.nan	at ease
7947	שָׁלַב	sha.lav	to fit
7948	שַׁלָבִּים	sha.lav	frame
7949	שָׁלַג	sha.lag	to snow
7950	שֶׁ֫לֶג	she.leg	snow
7951	שָׁלָה	sha.lah	to prosper
7952	שָׁלָה	sha.lah	to neglect
7953	שָׁלָה	sha.lah	to extract
7956	שֵׁלָה	she.lah	Shelah
7957	שַׁלְהֶ֫בֶת	shal.he.vet	flame
7958	שְׂלָו	se.lav	quail
7959	שָׁ֫לוּ	she.lev	prosperity
7960	שָׁלוּ	sha.lu	neglect
7961	שָׁלֵו	sha.lev	at ease
7962	שַׁלְוָה	shal.vah	ease
7964	שִׁלּוּחִים	shil.lu.ach	parting gift
7965	שָׁלוֹם	sha.lom	peace
7966	שִׁלּוּם	shil.lum	recompense
7967	מְשֻׁלָּם	me.shul.lam	Meshullam
7968	שַׁלּוּן	shal.lun	Shallum
7969	שָׁלֹשׁ	sha.losh	three
7970	שְׁלֹשִׁים	she.lo.shim	thirty
7971	שָׁלַח	sha.lach	to send: depart
7973	שֶׁ֫לַח	she.lach	missile
7974	שֶׁ֫לַח	she.lach	Shelah
7975	בְּרֵכָה	be.re.khah	(Shelah) Pool
7976	שְׁלּוּחָה	shil.lu.chah	shoot
7977	שִׁלְחִי	shil.chi	Shilhi
7979	שֻׁלְחָן	shul.chan	table
7980	שָׁלַט	sha.lat	to domineer
7982	שֶׁ֫לֶט	she.let	shield
7983	חֵ֫סֶן	che.sen	authority
7984	שִׁלְטוֹן	shil.ton	governor
7985	שׇׁלְטָן	shol.tan	dominion
7986	שַׁלֶּטֶת	shal.le.tet	imperious
7987	שְׁלִי	she.li	quietness
7988	שִׁלְיָה	shil.yah	afterbirth
7989	שַׁלִּיט	shal.lit	domineering
7991	שָׁלִישׁ	sha.lish	third
7992	שְׁלִישִׁי	she.li.shi	third
7993	שָׁלַךְ	sha.lakh	to throw
7994	שָׁלָךְ	sha.lakh	cormorant
7995	שַׁלֶּ֫כֶת	shal.le.khet	felling
7996	שַׁלֶּ֫כֶת	shal.le.khet	Shallecheth
7997	שָׁלַל	sha.lal	to take
7998	שָׁלָל	sha.lal	spoil
7999	שָׁלֵם	sa.lem	to complete
8002	שֶׁ֫לֶם	she.lem	peace offering
8003	שָׁלֵם	sha.lem	complete
8005	שִׁלֵּם	shil.lem	recompense
8006	שַׁלּוּם	shal.lum	Shallum
8007	שַׂלְמָא	sal.ma	Salmon
8008	שַׂלְמָה	sal.mah	garment
8010	יְדִידְיָה	ye.did.yah	Jedidiah
8011	שִׁלֻּמָה	shil.lu.mah	recompense
8013	שְׁלֹמוֹת	she.lo.mot	Shelomoth
8014	שַׂלְמַי	sal.may	Shalmai
8015	שְׁלֹמִי	she.lo.mi	Shelomi
8017	שְׁלֻמִיאֵל	she.lu.mi.el	Shelumiel
8018	שֶׁלֶמְיָהוּ	she.lem.yah	Shelemiah
8019	שְׁלֹמוֹת	she.lo.mot	Shelomoth
8021	שַׁלְמֹן	shal.mon	reward
8022	שַׁלְמַן	shal.man	Shalman
8023	שִׁלֹנִי	shi.lo.ni	Shilonite
8025	שָׁלַף	sha.laph	to draw
8026	שֶׁ֫לֶף	she.leph	Sheleph
8027	שָׁלַשׁ	sha.lash	to do three
8028	שֶׁ֫לֶשׁ	she.lesh	Shelesh
8029	שִׁלֵּשׁ	shil.lesh	third
8030	שִׁלְשָׁה	shil.shah	Shilshah
8031	שָׁלִ֫שָׁה	sha.li.shah	Shalishah
8032	שִׁלְשֹׁם	shil.shom	three days ago
8033	שָׁם	sham	there
8034	שֵׁם	shem	name
8035	שֵׁם	shem	Shem
8037	שַׁמָּא	sham.ma	Shammah
8038	שֶׁמְאֵ֫בֶר	shem.e.ver	Shemeber
8039	שִׁמְאָה	shim.ah	Shimeah
8040	שְׂמֹאל	se.mo.l	left
8041	שִׂמְאֵל	sa.mal	to go left
8042	שְׂמָאלִי	se.ma.li	left
8044	שַׁמְגַּר	sham.gar	Shamgar
8045	שָׁמַד	sha.mad	to destroy
8047	שַׁמָּה	sham.mah	horror: destroyed
8048	שָׁגֵה	sha.geh	Shagee
8049	שַׁמְהוּת	sham.hut	Shamhuth
8050	שְׁמוּאֵל	she.mu.el	Samuel
8051	שַׁמּוּעַ	sham.mu.a	Shammua
8052	שְׁמוּעָה	she.mu.ah	tidings
8053	שָׁמוּר	sha.mur	Shamir
8055	שָׂמַח	sa.mach	to rejoice
8056	שָׂמֵחַ	sa.me.ach	glad
8057	שִׂמְחָה	sim.chah	joy
8058	שָׁמַט	sha.mat	to release
8059	שְׁמִטָּה	she.mit.tah	remission
8060	שַׁמַּי	sham.may	Shammai
8061	שְׁמִידָ֑ע	she.mi.da	Shemida
8063	שְׂמִיכָה	se.mi.khah	rug
8064	שָׁמַיִם	sha.ma.yim	heaven
8066	שְׁמִינִי	she.mi.ni	eighth
8067	שְׁמִינִית	she.mi.nit	Sheminith
8068	שָׁמִיר	sha.mir	thorn
8069	שָׁמִיר	sha.mir	Shamir
8070	שְׁמִירָמוֹת	she.mi.ra.mot	Shemiramoth
8071	שִׂמְלָה	sim.lah	mantle
8072	שַׂמְלָה	sam.lah	Samlah
8074	שָׁמֵם	sha.mem	be desolate: destroyed
8076	שָׁמֵם	sha.mem	devastated
8077	שְׁמָמָה	she.ma.mah	devastation
8078	שִׁמָּמוֹן	shim.ma.mon	horror
8079	שְׂמָמִית	se.ma.mit	lizard
8080	שָׁמֵן	sha.man	to grow fat
8081	שֶׁ֫מֶן	she.men	oil
8082	שָׁמֵן	sha.men	rich
8083	שְׁמֹנֶה	she.mo.neh	eight
8084	שְׁמֹנִים	she.mo.nim	eighty
8085	שָׁמַע	sha.ma	to hear: hear
8087	שֶׁ֫מַע	she.ma	Shema
8088	שֶׁ֫מַע	she.ma	sound
8090	שְׁמַע	she.ma	Shema
8091	שָׁמָע	sha.ma	Shama
8092	שִׁמְעָא	shim.ah, shim.a	Shimea
8093	שַׁמָּה	sham.mah	Shammah
8094	שְׁמָעָה	she.ma.ah	Shemaah
8095	שִׁמְעוֹן	shim.on	Simeon
8096	שִׁמְעִי	shim.i	Shimei
8098	שַׁמּוּעַ	sham.mu.a	Shammua
8100	שִׁמְעָת	shim.at	Shimeath
8101	שִׁמְעָתִים	shim.a.ti	Shimeathite
8102	שֵׁ֫מֶץ	she.mets	whisper
8103	שִׁמְצָה	shim.tsah	derision
8104	שָׁמַר	sha.mar	to keep: obey
8105	שֶׁ֫מֶר	she.mer	dreg
8106	שֶׁ֫מֶר	she.mer	Shemer
8107	שִׁמֻּר	shim.mur	vigil
8108	שׇׁמְרָה	shom.rah	guard
8109	שְׁמֻרָה	she.mu.rah	waking
8110	שִׁמְרוֹן	shim.ron	Shimron
8111	שֹׁמְרוֹן	sho.me.ron	Samaria
8113	שִׁמְרִי	shim.ri	Shimri
8114	שְׁמַרְיָ֫הוּ	she.mar.yah	Shemariah
8119	שִׁמְרָת	shim.rat	Shimrath
8121	שְׁמַשׁ	she.mash	to minister
8123	שִׁמְשׁוֹן	shim.shon	Samson
8124	שִׁמְשַׁי	shim.shay	Shimshai
8125	שַׁמְשְׁרַי	sham.she.ray	Shamsherai
8126	שֻׁמָתִי	shu.ma.ti	Shumathite
8127	שֵׁן	shen	tooth
8129	שֵׁן	shen	Shen
8130	שָׂנֵא	sa.ne	to hate
8132	שָׁנָא	sha.na	to change
8134	שִׁנְאָב	shin.av	Shinab
8135	שִׂנְאָה	sin.ah	hating
8136	שִׁנְאָן	shin.an	thousands
8137	שֶׁנְאַצַּ֑ר	shen.ats.tsar	Shenazzar
8138	שָׁנָה	sha.nah	to change
8141	שְׁנָה	she.nah	year
8142	שְׁנָה	she.nah	sleep
8143	שֶׁנְהַבִּים	shen.hab.bim	ivory
8144	שָׁנִי	sha.ni	scarlet
8145	שֵׁנִי	she.ni	second
8146	שָׂנִיא	sa.ni	hated
8147	שְׁנַ֫יִם	she.na.yim	two
8148	שְׁנִינָה	she.ni.nah	taunt
8150	שָׁנַן	sha.nan	to sharpen
8151	שָׁנַס	sha.nas	to gird
8152	שִׁנְעָר	shin.ar	Shinar
8153	שְׁנָת	she.nat	sleep
8154	שָׁסָה	sha.sah	to plunder
8155	שָׁאַס	sha.as	to spoil
8156	שָׁסַע	sha.sa	to cleave
8157	שֶׁ֫סַע	she.sa	cleft
8158	שָׁסַף	sha.saph	to hew
8159	שָׁעָה	sha.ah	to gaze
8160	שָׁעָה	sha.ah	moment
8161	שַׁעֲטָה	sha.a.tah	stamping
8162	שַׁעַטְנֵז	sha.at.nez	mixed stuff
8163	שָׂעִר	sa.ir	hairy
8164	שְׂעִירִים	sa.ir	rain
8165	שֵׂעִיר	se.ir	Seir
8166	שְׂעִירָה	se.i.rah	female goat
8167	שְׂעִירָה	se.i.rah	Seirah
8168	שֹׁ֫עַל	sho.al	handful
8169	שַׁעַלְבִים	sha.al.vim	Shaalbim
8171	שַׁעֲלִים	sha.a.lim	Shaalim
8172	שָׁעַן	sha.an	to lean
8173	שָׁעַע	sha.a	to smear
8174	שַׁ֫עַף	sha.aph	Shaaph
8175	שָׂעַר	sa.ar	to shudder
8176	שָׁעַר	sha.ar	to calculate
8178	שַׂ֫עַר	sa.ar	shuddering
8179	שַׁ֫עַר	sha.ar	gate
8180	שַׁ֫עַר	sha.ar	hundredfold
8181	שְׂעַר	se.ar	hair
8182	שֹׁעָר	sho.ar	disgusting
8183	שְׂעָרָה	se.a.rah	storm
8184	שְׂעֹרָה	se.o.rah	barley
8185	שַׂעֲרָה	sa.a.rah	hair
8186	שַׁעֲרוּרָה	sha.a.ru.rah	horror
8187	שְׁעַרְיָה	she.ar.yah	Sheariah
8188	שְׂעֹרִים	se.o.rim	Seorim
8189	שַׁעֲרַ֫יִם	sha.a.ra.yim	Shaaraim
8190	שַׁעַשְׁגַּז	sha.ash.gaz	Shaashgaz
8191	שַׁעֲשֻׁעִים	sha.shu.a	delight
8192	שָׁפָה	sha.phah	be bare
8193	שָׂפָה	sa.phah	lips
8194	שְׁפוֹת	sha.phah	cheese
8195	שְׁפוֹ, שְׁפִי	she.pho	Shepho
8196	שְׁפוֹט	she.phot	judgment
8198	שִׁפְחָה	shiph.chah	maidservant
8199	שָׁפַט	sha.phat	to judge
8201	שֶׁ֫פֶט	she.phet	judgment
8202	שָׁפָט	sha.phat	Shaphat
8203	שְׁפַטְיָהוּ	she.phat.yah	Shephatiah
8204	שִׁפְטָן	shiph.tan	Shiphtan
8205	שְׁפִי	she.phi	bareness
8206	שֻׁפִּים	shup.pim	Shuppim
8207	שְׁפִיפֹן	she.phi.phon	horned viper
8208	שָׁפִיר	sha.phir	Shaphir
8209	שַׁפִּיר	shap.pir	fair
8210	שָׁפַךְ	sha.phakh	to pour: pour
8211	שֶׁ֫פֶךְ	she.phekh	pouring
8212	שׇׁפְכָה	shoph.khah	penis
8213	שָׁפֵל	sha.phel	to abase
8216	שֵׁ֫פֶל	she.phel	poverty
8217	שָׁפָל	sha.phal	low
8218	שִׁפְלָה	shiph.lah	humiliation
8219	שְׁפֵלָה	she.phe.lah	Shephelah
8220	שִׁפְלוּת	shiph.lut	idleness
8221	שְׁפָם	she.pham	Shepham
8222	שָׂפָם	sa.pham	mustache
8223	שָׁפָם	sha.pham	Shapham
8224	שִׂפְמוֹת	siph.mot	Siphmoth
8225	שִׁפְמִי	shiph.mi	Shiphmite
8226	שָׂפַן	sa.phan	to treasure
8227	שָׁפָן	sha.phan	rock badger
8228	שֶׁ֫פַע	she.pah	abundance
8229	שִׁפְעָה	shiph.ah	abundance
8230	שִׁפְעִי	shiph.i	Shiphi
8231	שָׁפַר	sha.phar	to polish
8233	שֶׁ֫פֶר	she.pher	beauty
8234	שֶׁ֫פֶר	she.pher	(Mount) Shepher
8235	שִׁפְרָה	shiph.rah	clearness
8236	שִׁפְרָה	shiph.rah	Shiphrah
8237	שַׁפְרִיר	shaph.rur	pavilion
8238	שְׁפַרְפָּר	she.phar.phar	dawn
8239	שָׁפַת	sha.phat	to set
8240	שְׁפַתָּ֑יִם	sha.phat	ash heep
8242	שַׂק	saq	sackcloth
8244	שָׂקַד	sa.qad	to bind
8245	שָׁקַד	sha.qad	to watch
8246	שָׁקַד	sha.qad	be almond shaped
8247	שָׁקֵד	sha.qed	almond
8248	מַשְׁקֶה	mash.qeh	cupbearer
8250	שִׁקֻּו	shiq.quv	drink
8251	שִׁקּוּץ	shiq.quts	abomination
8252	שָׁקַט	sha.qat	to quiet
8253	שֶׁ֫קֶט	she.qet	quietness
8254	שָׁקַל	sha.qal	to weigh
8255	שֶׁ֫קֶל	she.qel	shekel
8256	שִׁקְמָה	shiq.mah	sycamore
8257	שָׁקַע	sha.qa	to sink
8258	שְׁקַעֲרוּרָה	she.qa.ru.rah	hollow
8259	שָׁקַף	sha.qaph	to look
8260	שֶׁ֫קֶף	she.qeph	frame
8261	שָׁקוּף	sha.quph	frame
8262	שִׁקֵּץ	sha.qats	to detest
8263	שֶׁ֫קֶץ	she.qets	detestation
8264	שָׁקַק	sha.qaq	to rush
8265	שָׂקַר	sa.qar	to ogle
8266	שָׁקַר	sha.qar	to deal
8267	שֶׁ֫קֶר	she.qer	deception
8268	שֹׁ֫קֶת	sho.qet	trough
8269	שַׂר	sar	ruler
8270	שֹׁר	shor	umbilical cord
8272	שַׁרְאֶ֫צֶר	shar.e.tser	Sharezer
8273	שָׁרָב	sha.rav	scorching
8274	שֵׁרֵֽבְיָה	she.re.ve.yah	Sherebiah
8275	שַׁרְבִֿיט	shar.vit	scepter
8276	שָׂרַג	sa.rag	to intertwine
8277	שָׂרַד	sa.rad	to escape
8278	שְׂרָד	se.rad	braiding
8279	שֶׂ֫רֶד	se.red	stylus
8280	שָׂרָה	sa.rah	to strive
8281	שְׁרָא	she.re	to loose
8282	שָׂרָה	sa.rah	princess
8283	שָׂרָה	sa.rah	Sarah
8285	שֵׁרָה	she.rah	bracelet
8286	שְׂרוּג	se.rug	Serug
8287	שִׁלְחִים	shil.chim	Shilhim
8288	שְׂרוֹךְ	se.rokh	thong
8289	שָׁרוֹן	sha.ron	Lasharon
8291	שָׂרֹק	sa.ruq	tendril
8292	שְׁרִיקָה	she.ru.qah	piping
8294	שֶׂ֫רַח, שָׂ֫רַח	se.rach	Serah
8295	שָׂרַט	sa.rat	to incise
8296	שֶׂ֫רֶט	se.ret	incision
8298	שָׁרָ֑י	sha.ray	Sharai
8299	שָׂרִיג	sa.rig	tendril
8300	שָׂרִיד	sa.rid	survivor
8301	שָׂרִיד	sa.rid	Sarid
8302	שִׁרְיָה	sir.yah	lance
8304	שְׁוָא 	she.va	Sheva
8305	שָׂרִיק	se.ri.qah	combed
8306	שָׁרִיר	sha.rir	muscle
8307	שְׁרִירוּת	she.ri.rut	stubbornness
8308	שָׂרַךְ	sa.rakh	to twist
8310	שַׂרְסְכִים	sar.se.khim	Samgar, Nebu-sar-sekim
8311	שָׂרַע	sa.ra	to extend
8312	שַׂרְעַפִּים	sar.aph	anxiety
8313	סָרַף	sa.raph	to burn
8314	שָׂרָף	sa.raph	serpent
8315	שָׂרָף	sa.raph	Saraph
8316	שְׂרֵפָה	se.re.phah	fire
8317	שָׁרַץ	sha.rats	to swarm
8318	שֶׁ֫רֶץ	she.rets	swarm
8319	שָׁרַק	sha.raq	to whistle
8320	שָׂרֹק	sa.ruq	sorrel
8321	שֹׂרֵק	so.req	vine
8322	שְׁרֵקָה	she.re.qah	hissing
8323	שׂוּר	sur	to reign
8324	שׁוֹרֵר	sha.rar	enemy
8325	שָׂכָר	sa.khar	Sachar
8326	שֹׁרֶר	sho.rer	navel
8327	שָׁרַשׁ	sha.rash	to uproot
8328	שֹׁ֫רֶשׁ	she.resh	root
8329	שָׁ֑רֶשׁ	she.resh	Sheresh
8331	שַׁרְשָׁה	shar.shah	chain
8332	שְׁרֹשִׁי	she.ro.shu	banishment
8333	שַׁרְשְׁרָה	shar.she.rah	chain
8334	שָׁרַת	sha.rat	to minister
8335	שָׁרֵת	sha.ret	ministry
8336	שֵׁשׁ	shesh	alabaster
8337	שֵׁשׁ	shesh	six
8338	שִׁשֵּׁא	sha.sah	to lead
8341	שִׁשָּׁה	sha.shah	to give a sixth
8342	שָׂשׂוֹן	sa.s.von	rejoicing
8343	שָׁשַׁי	sha.shay	Shashai
8344	שֵׁשַׁי	she.shay	Sheshai
8345	שִׁשִּׁי	shish.shi	sixth
8346	שִׁשִּׁים	shish.shim	sixty
8348	שֵׁשָׁן	she.shan	Sheshan
8349	שָׁשָׁק	sha.shaq	Shashak
8350	שָׁשֵׁר	sha.shar	vermilion
8352	שֵׁת	shet	Sheth
8354	שָׁתָה	sha.tah	to drink
8356	שָׁת	sha.tah	foundation
8357	שֵׁת	she.tah	buttock
8358	שְׁתִי	she.ti	drunkenness
8359	שְׁתִי	she.ti	warp
8360	שְׁתִיָּה	she.tiy.yah	drinking
8362	שָׁתַל	sha.tal	to transplant
8363	שָׁתִיל	she.til	shoot
8365	שָׁתַם	sha.tam	to open
8366	שָׁתַן	sha.tan	to urinate
8367	שָׁתַק	sha.taq	be quiet
8368	שָׂתַר	sa.tar	to burst
8369	שֵׁתָר	she.tar	Shethar
8370	שְׁתַר בּוֹזְנַי	she.tar bo.ze.nay	Shethar-bozenai
8371	שָׁתַת	sha.tat	to appoint
8372	תָּא	ta	chamber
8373	תָּאַב	ta.av	to long for
8375	תַּאֲבָה	ta.a.vah	longing
8376	תָּאָה	ta.ah	to mark
8377	תְּאוֹ	te.o	antelope
8378	תַּאֲוָה	ta.a.vah	desire
8379	תַּאֲוָה	ta.a.vah	boundary
8380	תּוֹאָם	ta.om	twin
8381	תַּאֲלָה	ta.a.lah	curse
8382	תָּאַם	ta.am	be double
8383	תְּאֻנִים	te.un	toil
8384	תְּאֵנָה	te.e.nah	fig
8385	תַּאֲנָה	ta.a.nah	estrous
8386	תַּאֲנִיָּה	ta.a.niy.yah	mourning
8387	תַּאֲנַת שִׁלֹ֑ה	ta.a.nat shi.loh	Taanath-shiloh
8388	תָּאַר	ta.ar	to border
8389	תֹּ֫אַר	to.ar	appearance
8390	תַּאֲרֵעַ	ta.a.re.a	Tarea
8391	תְּאַשּׁוּר	te.ash.shur	boxtree
8392	תֵּבָה	te.vah	ark
8393	תְּבוּאָה	te.vu.ah	produce
8394	תְּבוּנָה	ta.vu.nah	understanding
8395	תְּבוּסָה	te.vu.sah	ruin
8396	תָּבוֹר	ta.vor	(Mount) Tabor
8397	תֶּ֫בֶל	te.vel	perversion
8398	תֵּבֵל	te.vel	world
8399	תַּבְלִית	tav.lit	destruction
8400	תְּבַלֻּל	te.bal.lul	defect
8401	תֶּ֫בֶן	te.ven	straw
8402	תִּבְנִי	tiv.ni	Tibni
8403	תַּבְנִית	tav.nit	pattern
8404	תַּבְעֵרָה	tav.e.rah	Taberah
8405	תֵּבֵץ	te.vets	Thebez
8407	יָרֵב	ya.rev	`great`
8408	תַּגְמוּל	tag.mul	benefit
8409	תִּגְרָה	tig.rah	strife
8410	תִּדְהָר	tid.har	elm
8411	תְּדִירָא	te.di.ra	continuance
8412	תַּדְמֹר	tad.mor	Tadmor
8413	תִּדְעָל	tid.al	Tidal
8414	תֹּ֫הוּ	to.hu	formlessness
8415	תְּהוֹם	te.hom	abyss
8416	תְּהִלָּה	te.hil.lah	praise
8417	תׇּהֳלָה	to.ho.lah	error
8418	תַּהֲלוּכָה	ta.ha.lu.khah	procession
8419	תַּהְפֻּכָה	tah.pu.khah	perversity
8420	תָּו	tav	mark
8422	תּוּבַל	tu.val	Tubal
8423	תּוּבַל־קַ֫יִן	tu.val qa.yin	Tubal-cain
8424	תּוּגָה	tu.gah	grief
8425	בַּ֫יִת	ba.yit	Beth-(togarmah)
8426	תּוֹדָה	to.dah	thanksgiving
8427	תָּוָה	ta.vah	to mark
8428	תָּוָה	ta.vah	to wound
8429	תְּוַהּ	te.vah	be startled
8431	תּוֹחֶ֫לֶת	to.che.let	hope
8432	תָּ֫וֶךְ	ta.vekh	midst
8433	תּוֹכֵחָה	to.khe.chah	rebuke
8434	תּוֹלָ֑ד	to.lad	Tolad
8435	תּוֹלֵדוֹת	to.le.dah	generation
8436	תִּילוֹן	tu.lon	Tilon
8437	תּוֹלָל	to.lal	tormentor
8438	תּוֹלָע	to.la	worm
8439	תּוֹלָע	to.la	Tola
8441	תּוֹעֵבַה	to.e.vah	abomination
8442	תּוֹעָה	to.ah	error
8443	תּוֹעָפָה	to.a.phah	peak
8444	תּוֹצָאָה	to.tsa.ah	outgoing
8446	תּוּר	tur	to spy
8447	תּוֹר	tor	plait
8448	תּוֹר	tor	border
8449	תֹּר	tor	turtledove
8451	תּוֹרָה	to.rah	instruction
8452	תּוֹרָה	to.rah	custom
8453	תּוֹשָׁב	to.shav	sojourner
8454	תּוּשִׁיָּה	tu.shiy.yah	wisdom
8455	תּוֹתָ֑ח	to.tach	club
8456	תָּזַז	ta.zaz	to strike away
8457	תַּזְנוּת	taz.nut	fornication
8458	תַּחְבֻּלָה	tach.bu.lah	counsel
8459	נַ֫חַת	na.chat	Nahath
8462	תְּחִלָּה	te.chil.lah	beginning
8463	תַּחֲלֻאִים	ta.cha.lu	disease
8464	תַּחְמָס	tach.mas	ostrich
8465	תַּ֫חַן	ta.chan	Tahan
8466	תַּחֲנָה	ta.cha.nah	encampment
8467	תְּחִנָּה	te.chin.nah	supplication
8468	תְּחִנָּה	te.chin.nah	Tehinnah
8469	תַּחֲנוּן	ta.cha.nun	supplication
8471	תַּחְפַּנְחֵס	tach.pan.ches	Tahpanhes
8472	תַּחְפְּנֵיס	tach.pe.nes	Tahpenes
8473	תַּחְרָא	ta.cha.ra	breastplate
8474	תַּחָרָה	ta.cha.rah	to contend
8476	תַּ֫חַשׁ	ta.chash	leather
8477	תַּ֫חַשׁ	ta.chash	Tahash
8478	תְּחוֹת	te.chot	under
8480	תַּ֫חַת	ta.chat	Tahath
8481	תַּחְתּוֹן	tach.ton	lower
8482	תַּחְתִּי	tach.ti	lower
8483	תַּחְתִּים חׇדְשִׁי	tach.tim chod.shi	Kadesh
8484	תִּיכוֹן	ti.khon	middle
8485	תֵּימָא	te.ma	Tema
8486	תֵּימָן	te.man	south
8487	תֵּימָן	te.man	Teman
8488	תֵּימְנִי	te.me.ni	Temeni
8490	תִּימָרָה	ti.ma.rah	column
8491	תִּיצִי	ti.tsi	Tizite
8492	תִּירוֹשׁ	ti.rosh	new wine
8493	תִּירְיָא	tir.ya	Tiria
8494	תִּירָ֑ס	ti.ras	Tiras
8495	תַּ֫יִשׁ	ta.yish	male goat
8496	תֹּךְ	tokh	oppression
8497	תָּכָה	ta.khah	to follow
8498	תְּכוּנָה	te.khu.nah	fitting
8500	תֻּכִּיִּים	tuk.ki	peacock
8502	תִּכְלָה	tikh.lah	perfection
8503	תַּכְלִית	takh.lit	limit
8504	תְּכֵ֫לֶת	te.khe.let	blue
8505	תָּכַן	ta.khan	to measure
8506	תֹּ֫כֶן	to.khen	quantity
8507	תֹּ֫כֶן	to.khen	Tochen
8508	תׇּכְנִית	tokh.nit	proportion
8509	תַּכְרִיךְ	takh.rikh	robe
8510	תֵּל	tel	mound
8511	תָּלָא	ta.la	to hang
8512	תֵּל אָבִיב	tel a.viv	Tel-abib
8513	תְּלָאָה	te.la.ah	hardship
8514	תַּלְאֻבָה	tal.u.vah	drought
8515	תְּלַאשָּׂ֑ר	te.las.sar	Telassar
8516	תִּלְבֹּשֶׁת	tal.bo.shet	clothing
8518	תָּלָה	ta.lah	to hang
8519	תְּלֻנָּה	te.lu.nah	murmuring
8520	תֶּ֫לַח	te.lach	Telah
8521	תֵּל חַרְשָׁא	tel char.sah	Tel-harsha
8522	תְּלִי	te.li	quiver
8524	תָּלוּל	ta.lal	be eminent
8525	תֶּ֫לֶם	te.lem	furrow
8526	תַּלְמַי	tal.may	Talmai
8527	תַּלְמִיד	tal.mid	pupil
8528	תֵּל מֶ֫לַח	tel me.lach	Tel-melah
8529	תָּלַע	ta.la	to clothe in scarlet
8530	תַּלְפִּיָּוֹת	tal.piy.yah	weapon
8534	תַּלְתַּלִּים	tal.tal	lock
8535	תָּם	tam	complete
8537	תֹּם	tom	integrity
8538	תֻּמָּה	tum.mah	integrity
8539	תָּמַהּ	ta.mah	to astounded
8540	תְּמַהּ	te.mah	wonder
8541	תִּמָּהוֹן	tim.ma.hon	bewilderment
8542	תַּמּוּז	tam.muz	Tammuz
8543	תְּמוֹל	te.mol	yesterday
8544	תְּמוּנָה	te.mu.nah	likeness
8545	תְּמוּרָה	te.mu.rah	exchange
8546	תְּמוּתָה	te.mu.tah	death
8547	תָּ֑מַח	te.mach	Temah
8548	תָּמִיד	ta.mid	continually
8549	תָּמִים	ta.mim	unblemished
8550	תֻּמִּים	tum.mim	Thummim
8551	תָּמַךְ	ta.makh	to grasp
8552	תָּמַם	ta.mam	to finish
